GeneID,log2FoldChange
MGG_16668,-5.62315151358669
MGG_08305,-5.8776016015022
MGG_17777,-5.38198782773264
MGG_15060,-3.97643162186346
MGG_18021,-2.01769139532035
MGG_08287,-6.82972026476591
MGG_06584,-3.66162927669088
MGG_11676,-4.08400858756711
MGG_05955,4.08938797318015
MGG_16657,-4.81881869391656
MGG_00803,2.88628620777101
MGG_01815,2.66578129584069
MGG_06117,3.56757597276971
MGG_00545,-3.85657416315383
MGG_05023,-6.01702338996628
MGG_11279,3.14883810470619
MGG_02755,3.03882264710479
MGG_00275,-3.37121136110153
MGG_14763,2.78756441900785
MGG_16107,-5.50801498582115
MGG_16457,2.68282237053872
MGG_09398,-6.57900739880775
MGG_06971,4.80329836843443
MGG_00056,-5.96353453872915
MGG_05320,3.75100190337691
MGG_08163,-3.28475361617813
MGG_01843,-4.55247010812571
MGG_05159,-6.51485578744002
MGG_07628,-3.64777441825394
MGG_04726,-3.28348302376086
MGG_03407,-4.9867781337387
MGG_01175,2.66236053438308
MGG_14778,-2.84342594241052
MGG_15606,-2.55728598506458
MGG_06529,2.01922847651141
MGG_03223,3.14476192071751
MGG_03899,6.49644552087879
MGG_15183,-21.3191060570979
MGG_06615,-3.03590789459354
MGG_03843,-3.75317521823112
MGG_16571,-3.04994756187906
MGG_15030,-5.17963253262326
MGG_13669,3.58224827554652
MGG_01300,-4.28460916471958
MGG_14781,-3.80845367531614
MGG_01867,-3.89727429035119
MGG_03128,-5.65762705195471
MGG_07523,3.9432973014056
MGG_08550,-4.04012124573216
MGG_05398,-5.34109003498389
MGG_00751,-4.09469448454479
MGG_07301,2.77324750733356
MGG_11351,2.62073843774399
MGG_15807,-2.55739922698671
MGG_07216,3.95614047632993
MGG_06132,-2.53941576474634
MGG_04433,2.83344365514956
MGG_11261,2.39830693360172
MGG_16341,4.23670355217584
MGG_09262,2.70501999221104
MGG_02532,-9.05058242546546
MGG_05850,-3.09820874461699
MGG_04598,-4.06481780287027
MGG_06747,-6.53918749117554
MGG_02697,2.0507502084350002
MGG_17926,-5.91002531331743
MGG_11426,2.68456069838663
MGG_02891,3.36892423561022
MGG_03764,-8.7128153958975
MGG_11425,2.32508306792033
MGG_03139,1.90638462549071
MGG_12536,3.96191754356451
MGG_03999,-2.45848773821951
MGG_16319,7.02413316350104
MGG_14523,-4.53580478778977
MGG_16194,-5.83486332822307
MGG_00005,-5.74078889481039
MGG_15483,-5.74078889481039
MGG_00588,-2.61477953081739
MGG_06064,-6.36095738626817
MGG_16179,-5.1048104067763
MGG_09947,3.94134357123494
MGG_06043,3.86757480675823
MGG_01362,3.01152291250375
MGG_06466,-3.47609129841035
MGG_02400,-4.26075530510572
MGG_05428,-5.21278292011271
MGG_05652,5.80343221436871
MGG_10686,5.45712690481298
MGG_06905,4.51876847831695
MGG_17747,-5.90304797919028
MGG_17142,-7.69845572321046
MGG_09642,-5.6132792451805
MGG_06863,5.83663571139884
MGG_04912,3.05245226112493
MGG_03220,1.98787856362718
MGG_06434,5.42517529876794
MGG_03059,4.04496899160978
MGG_04067,2.99589063348722
MGG_10422,9.4649773637796
MGG_14113,-5.79988416984447
MGG_04422,-4.76602909188723
MGG_09352,-4.44515991029115
MGG_13255,-4.91493611200505
MGG_02878,2.34984516754029
MGG_07195,-3.81049700544857
MGG_08192,3.57380641350088
MGG_16527,-4.33253613019553
MGG_11553,-2.68734314420584
MGG_05956,1.71234450000271
MGG_03195,2.2127930045803
MGG_06090,3.59694550913885
MGG_09363,2.90684440693572
MGG_02006,7.81131739057557
MGG_07334,3.47102336010178
MGG_16092,-4.90374941348322
MGG_09758,-3.58902821203111
MGG_05579,-5.7427774657451804
MGG_16367,-5.92996621970247
MGG_10055,-4.23072326939327
MGG_17190,-5.55890248240752
MGG_02354,-6.85351040343759
MGG_07103,4.74607654691673
MGG_17844,-6.68811191574254
MGG_15353,-4.67032013358988
MGG_04703,5.03116854655934
MGG_02515,3.09405101135439
MGG_00614,-6.65999072034546
MGG_01849,3.15768223217986
MGG_15850,-5.52723670923092
MGG_16311,-3.46828017619996
MGG_03962,-3.46880938758881
MGG_04569,-5.49162675840298
MGG_09986,-2.74703108417567
MGG_17101,-7.25094622404496
MGG_17035,-2.93952190178269
MGG_15765,-5.02547059510818
MGG_02159,-4.2251483289087
MGG_05934,-1.92319674049425
MGG_03263,-5.93044619000917
MGG_03755,6.51984418874719
MGG_01390,-6.74468232643122
MGG_14173,2.59847081494585
MGG_17507,-2.91398889587386
MGG_17247,2.71536251670027
MGG_08917,-3.67958262101957
MGG_05980,-3.46852471995073
MGG_12548,-5.21562509984616
MGG_17314,-6.06685637196555
MGG_01976,3.95346613276469
MGG_08345,3.00384854968676
MGG_01183,2.66887955654834
MGG_16422,-6.26902718300322
MGG_07037,3.13475164375601
MGG_08487,-4.88960153066227
MGG_08887,1.96378340126173
MGG_16038,-2.37036889136555
MGG_03908,-2.85717651189933
MGG_15930,-6.7478515915006
MGG_16706,3.20895019227013
MGG_16921,-3.60961861106825
MGG_05996,5.43230882443573
MGG_04413,2.64204006511483
MGG_13110,-4.99677783553
MGG_15742,-6.50674965982799
MGG_06611,-5.23665126515799
MGG_14351,-6.12106829966296
MGG_00220,-6.11641103440495
MGG_15205,-5.10193935835667
MGG_00599,-2.31683634615069
MGG_05646,3.67169798977249
MGG_17504,-3.54731459809584
MGG_00562,-5.19704511748989
MGG_01816,6.27977815406165
MGG_13063,-6.85733267257504
MGG_02802,3.32222578466873
MGG_09460,-5.33325387606461
MGG_05343,3.48585566370696
MGG_17358,-10.618501313016
MGG_08458,-4.76962382600904
MGG_02928,3.4165199021385
MGG_10674,3.05714465762588
MGG_08725,-3.12644883551927
MGG_02731,3.6670621094402
MGG_13349,-2.18306694159023
MGG_15757,-5.48366651920822
MGG_17720,-6.10357866836257
MGG_04096,-4.96910978903996
MGG_07663,2.98235549446915
MGG_16743,2.72240346729946
MGG_16287,2.78692496237821
MGG_05232,-2.50149462941216
MGG_05084,-5.30601968916178
MGG_10613,-10.0003595015762
MGG_18092,-8.02079404805996
MGG_17457,-9.39689697883641
MGG_01293,-5.57263250779825
MGG_00136,2.61902710781164
MGG_11061,3.41298420992769
MGG_05287,3.20113102377649
MGG_11308,-3.55973839273465
MGG_15644,-6.29362271678519
MGG_04718,3.16633127042074
MGG_14676,2.7338754555321
MGG_02098,-3.21892321629601
MGG_05136,2.69189739239676
MGG_04209,3.64145321652492
MGG_00105,5.31765350275763
MGG_14884,-4.69482364959015
MGG_10887,-3.69770768453234
MGG_12131,3.24103309900683
MGG_14773,3.11949962370579
MGG_15285,3.36752803900054
MGG_04631,2.5483404443147
MGG_16556,-11.5942167725577
MGG_16421,-4.71749466171273
MGG_09599,-5.04255001831686
MGG_04922,-2.58742130459071
MGG_14630,-7.60835516760125
MGG_15084,-5.21345006860062
MGG_14571,-5.56325599074643
MGG_02186,-5.20837380451896
MGG_15529,-5.32198245928119
MGG_03639,-5.30908558051067
MGG_15943,-4.62756292974497
MGG_08586,2.21717979264785
MGG_16481,-3.16100982372394
MGG_10298,-4.32192601864954
MGG_13262,-5.78814461799879
MGG_16875,-4.70338353743905
MGG_15168,-6.9699344445733
MGG_16121,-5.99767967166143
MGG_16033,-4.97347654275289
MGG_14969,3.27586525111176
MGG_09320,5.92417133045934
MGG_04589,4.11218004683429
MGG_03493,-3.74058780526392
MGG_04099,-6.37916311494478
MGG_16639,-4.50864180691347
MGG_03315,-3.97356249487161
MGG_17809,-5.1408769765149
MGG_00645,-2.7114736879206
MGG_14918,-5.69143234405881
MGG_08182,1.84266456788892
MGG_13762,-3.99540203287161
MGG_16858,-5.24766992514851
MGG_13993,-5.6460448557467
MGG_04802,2.32522006805017
MGG_16391,-10.1810340266771
MGG_05931,-3.95790752278269
MGG_13715,-3.63693262216728
MGG_06569,3.6076470117125
MGG_07884,-6.53444111599996
MGG_16924,-4.082375601873
MGG_05567,-4.78403691361149
MGG_06973,-4.62332791344958
MGG_17331,-6.9597913983271
MGG_08845,2.88210668355965
MGG_11749,-6.16872092481187
MGG_00663,-3.25607509892718
MGG_07475,-2.31397497418812
MGG_09265,3.43164115238107
MGG_08812,-4.37731449732346
MGG_14117,-4.86221631350825
MGG_00982,3.60123701521992
MGG_16784,-5.78347167446891
MGG_07882,-4.74944978720898
MGG_13803,2.84783275284123
MGG_06660,-2.52844620731277
MGG_16063,6.39959844312154
MGG_04870,-3.46438350124287
MGG_08108,-2.43653953744989
MGG_08072,4.41785857017477
MGG_06636,-2.19426818581468
MGG_08339,-6.85883327608107
MGG_01191,2.74294388827422
MGG_06138,2.60058623735179
MGG_16350,-2.74449665653119
MGG_10097,-10.0960212735193
MGG_17995,-5.90626348238762
MGG_13563,-3.55235900183978
MGG_11289,-4.45599522190956
MGG_07843,-5.6136411251524
MGG_02074,3.69459557263533
MGG_16114,9.23602750331285
MGG_01035,2.53478118283987
MGG_00352,6.36025170109895
MGG_13532,3.89010340974923
MGG_16117,-7.37999093921314
MGG_01085,-6.29999157956944
MGG_10973,3.06424044386722
MGG_02047,9.29675952659272
MGG_07856,-3.09720192311736
MGG_06402,-2.66138344947014
MGG_06768,6.41769386950404
MGG_08820,3.03395722475192
MGG_04780,-4.58805856100332
MGG_17248,-7.31700864359962
MGG_10588,3.19049298358945
MGG_15023,6.34826531674314
MGG_16146,6.37996072839843
MGG_16830,-5.71102922277399
MGG_04736,-5.79160946118778
MGG_15649,-6.99238171341707
MGG_11084,-4.01035574575459
MGG_04738,-5.05596981011225
MGG_08025,3.22430158049925
MGG_15622,3.03007045996473
MGG_06202,4.37528997496798
MGG_14596,-4.24413878058851
MGG_01305,3.16342708788125
MGG_05569,-2.92901581772656
MGG_05855,-3.70519134372693
MGG_17155,-6.01032679875983
MGG_10402,2.83610935207866
MGG_06735,2.0267055667076
MGG_00827,-6.27520664375471
MGG_15238,1.84693447595496
MGG_15019,4.47557365611773
MGG_03689,-2.67639194424887
MGG_06357,-2.20106160325171
MGG_04181,-2.83960989420237
MGG_13635,-3.66463543774265
MGG_16771,-4.59938263125389
MGG_01151,-2.4075942505223
MGG_11100,2.58254425633248
MGG_12109,2.30863753774341
MGG_17847,3.97981763888931
MGG_01111,-2.36600335343498
MGG_09264,-3.55149560933905
MGG_03487,3.57215715891451
MGG_17431,-9.76208275102678
MGG_11079,-2.09477580901913
MGG_08436,-3.53466553237973
MGG_06462,2.96013858671756
MGG_13875,-5.9112129177822
MGG_04155,-2.42872730002784
MGG_04369,1.91906449049182
MGG_04522,-3.38969130703297
MGG_09007,-5.04381809816992
MGG_11885,2.14398612402422
MGG_00199,5.5880997678076
MGG_00119,4.69340679869257
MGG_01866,-5.8055263197231
MGG_06481,4.76618815649674
MGG_08074,-4.46836759084285
MGG_03961,1.95507909829865
MGG_01090,5.40833314609528
MGG_01988,2.71684995032061
MGG_14870,2.11765882526394
MGG_04384,-4.48762792798876
MGG_15015,-3.46127388378776
MGG_04195,5.71145012500088
MGG_10441,-5.10844184163772
MGG_08773,-3.60718635977506
MGG_01285,2.45081067499841
MGG_02595,-1.95529067363731
MGG_03053,2.82338128026094
MGG_08697,-2.64730826404958
MGG_02809,3.22418861509335
MGG_18000,-6.01560008001633
MGG_08661,2.44588389739847
MGG_01129,2.51351020357902
MGG_14767,-3.23676512229156
MGG_05220,2.2028890264477
MGG_06095,-4.95246694060995
MGG_10288,-3.60794360296804
MGG_15719,-4.81492901801964
MGG_04211,-6.58763834238507
MGG_08677,-4.80060031879384
MGG_17266,-6.6567021783992
MGG_04394,-4.0458431432732
MGG_16118,-10.2618483155504
MGG_17460,-4.74562034405942
MGG_09150,-5.94623321748045
MGG_09546,-5.74903010330026
MGG_05849,-1.75719529455778
MGG_11813,9.49854963400676
MGG_06639,1.93302952039211
MGG_15567,-6.73692041210289
MGG_09500,-6.22663993468779
MGG_15554,3.17007758774129
MGG_16085,-9.94378769851268
MGG_16815,-2.71593416153172
MGG_10995,-6.32892737548882
MGG_15574,-4.46624927576681
MGG_09949,3.03514968224291
MGG_00840,3.3117459678462
MGG_05626,5.95740936647961
MGG_06604,-4.22587268571843
MGG_09858,-4.82727020603994
MGG_01323,-1.66284830056005
MGG_03101,-2.69923636664603
MGG_02490,-5.40681999676365
MGG_14685,-5.6689661850796
MGG_01703,2.63300217630055
MGG_03535,5.36749987600007
MGG_01186,-7.04618299717772
MGG_04845,-5.24498975954392
MGG_06637,-5.1579543286973
MGG_01625,3.04377669388025
MGG_00272,-4.68793736475234
MGG_01349,-2.91013030996522
MGG_04586,-2.90857452158664
MGG_03859,2.55201628910783
MGG_01376,3.52277053176502
MGG_00926,2.79891455778185
MGG_16021,5.94938559610303
MGG_06243,5.33067971961511
MGG_09393,1.53893562302866
MGG_01189,5.50928622541402
MGG_08883,5.39934520474723
MGG_11634,-3.14881860785087
MGG_00931,-3.07379017372568
MGG_03029,-4.48078725669176
MGG_03369,-4.6192904341768
MGG_06597,4.9331956648698
MGG_06907,-2.68016414499257
MGG_01492,-3.29382103940748
MGG_17006,-4.84769024618119
MGG_17953,3.3635994281832
MGG_17617,-2.69261227681243
MGG_10844,1.64336951502246
MGG_15347,-2.86114163894263
MGG_17916,-4.18698509187566
MGG_09031,-5.51378583153133
MGG_00154,-2.80700348909562
MGG_09186,4.17188681865089
MGG_06033,4.11332469477896
MGG_03072,-2.450903173463
MGG_16200,-5.87882140301304
MGG_00958,2.46885932044051
MGG_02970,3.74854684138893
MGG_11063,2.25862778909081
MGG_09753,-4.1153092621205
MGG_01621,-3.10754678219272
MGG_09146,-3.13586672093221
MGG_06191,1.63839279079074
MGG_15129,-4.25471165223234
MGG_04770,-3.17487149330546
MGG_11397,-5.46245190160939
MGG_05690,3.72134128204533
MGG_05978,-4.61448029475865
MGG_07619,-3.26012101414814
MGG_15986,-3.2185547106149
MGG_13783,-2.55672588612212
MGG_17026,8.9135279965497
MGG_09298,-4.85404399355661
MGG_05992,-2.15565977183725
MGG_04899,-2.63626053532336
MGG_15329,-4.62412673938056
MGG_05272,3.16764239070077
MGG_01355,2.4175199880188
MGG_05798,-4.62755623684152
MGG_00330,2.0405941935142
MGG_17239,-10.263510028851
MGG_15119,-6.88146257857117
MGG_07323,2.17759151490168
MGG_15537,2.53622722988891
MGG_04239,-8.31402338817179
MGG_14693,3.77612906603318
MGG_00450,2.75130616705276
MGG_03665,-3.31979675502058
MGG_07134,-2.17798357197177
MGG_16142,-3.14779029755843
MGG_06318,3.06378625155209
MGG_16669,-4.05919022515802
MGG_12631,3.248106624154
MGG_10515,-3.81058860465915
MGG_06572,3.01061500495627
MGG_05129,3.07040134861538
MGG_11130,2.33571063242168
MGG_01244,2.99417010149905
MGG_16250,-3.4529623351197
MGG_01550,1.89113374845602
MGG_04486,3.13712977505882
MGG_01377,-2.31676066104904
MGG_11530,-6.47434060042493
MGG_15876,-5.75240742567491
MGG_06516,2.12302006913129
MGG_16196,-4.80967332095843
MGG_03863,-6.42380584135042
MGG_16441,1.92418600615167
MGG_05066,-3.12698893036003
MGG_01382,-5.92948993235766
MGG_00329,-3.97088557102145
MGG_16371,-2.45498408948497
MGG_03529,-3.63919553635823
MGG_06062,-3.19648028196666
MGG_00738,-5.07086457401955
MGG_07180,-3.75036198808445
MGG_12712,-3.06440817155566
MGG_09645,3.20367251943039
MGG_17281,-5.97622521745316
MGG_04638,-4.5340093467938
MGG_01864,-4.75916033802278
MGG_15302,-4.69782018960906
MGG_03292,3.09595656082932
MGG_09351,-7.62250697583776
MGG_16611,-2.59598351657377
MGG_17288,-2.59598351657377
MGG_00816,-7.47095518574266
MGG_06388,4.59436260609307
MGG_09300,2.04368983934122
MGG_12392,5.95514309504363
MGG_03266,-3.47084758128377
MGG_08454,-5.34394720256086
MGG_04933,-3.30242108073404
MGG_07445,3.16981495133689
MGG_01076,2.22944603506617
MGG_06322,2.17773814356937
MGG_02097,4.29815187632147
MGG_05601,2.70768205118841
MGG_03544,8.89209828104618
MGG_06416,2.91090069454874
MGG_06172,1.92296981620858
MGG_05933,-3.35174385031429
MGG_16503,-7.88308844564725
MGG_00576,-2.75173644280156
MGG_07247,-5.99841023780364
MGG_03438,3.31639527556783
MGG_06385,4.71215918603185
MGG_07127,2.19162573987647
MGG_17672,-6.06582450054107
MGG_16754,-4.92634354044477
MGG_03595,6.10988313879721
MGG_06763,2.35536386287323
MGG_07055,-4.27936674215171
MGG_06950,-6.86281486330767
MGG_07010,2.07143921495228
MGG_01077,2.33528003986979
MGG_04146,-2.332395822653
MGG_09829,4.94175244172165
MGG_14860,-2.97114356829997
MGG_08062,-2.75401296504229
MGG_05883,-2.7844882097493
MGG_03952,3.17926110728258
MGG_00076,2.55431740591451
MGG_04528,3.55111097293153
MGG_15569,-3.44749854971353
MGG_15066,-6.10249668301416
MGG_08337,-2.47557753496616
MGG_05325,2.9059568420089
MGG_08352,-4.9311681669548
MGG_07982,-4.28376701710045
MGG_13895,-5.59144598441598
MGG_02259,1.61815155824201
MGG_00693,2.12961165362734
MGG_15267,-5.28899636526966
MGG_12955,2.45043710079931
MGG_10413,-3.33472726619992
MGG_12462,-5.26729208368388
MGG_00560,2.19301193832842
MGG_01017,5.21593897114346
MGG_14472,2.2491498034979
MGG_06082,2.80513546372061
MGG_06683,-3.65627416258637
MGG_02842,2.42862049763551
MGG_05323,2.7158713896713498
MGG_02000,2.21399075180768
MGG_06181,-3.10942511045595
MGG_17586,-2.51789115984131
MGG_03459,2.87124622284953
MGG_15744,-7.01350651517182
MGG_06463,-3.52701678217136
MGG_15639,-6.57370566807168
MGG_15899,-3.46609194032675
MGG_17145,-4.13038435385922
MGG_04987,5.39078442329513
MGG_07332,3.03731125913917
MGG_13719,-4.09078702099099
MGG_16500,-4.27161867736627
MGG_17421,-5.48003753430001
MGG_12357,2.23645111389658
MGG_16139,-8.73588348407244
MGG_07310,3.69061968842248
MGG_05259,3.03166348796197
MGG_07335,2.64492047365045
MGG_13764,4.9285431490133
MGG_02308,-4.66620765647339
MGG_16763,-5.60429181964195
MGG_03015,-4.1598073337496
MGG_06378,1.59876334738306
MGG_15078,3.09875861422926
MGG_03340,2.1532135686852
MGG_06063,2.14356965518386
MGG_01207,2.90070948053578
MGG_05342,-4.63919324035504
MGG_07220,8.74056123257658
MGG_17471,2.78313393486743
MGG_07734,9.13290387477404
MGG_12611,6.90739587923078
MGG_01475,4.3168777323493
MGG_00569,2.11388807637827
MGG_06691,-2.89372966707116
MGG_11387,2.59485825215387
MGG_01833,5.14048248590905
MGG_09225,-2.90163418816728
MGG_15624,-6.0873378703065
MGG_07661,4.69322750408962
MGG_06367,1.97683905357896
MGG_02199,-5.27569132482921
MGG_17073,-2.99403486193807
MGG_11779,3.92147773807365
MGG_14793,-5.28685912408502
MGG_15338,-6.50556711940931
MGG_09551,2.54432110498553
MGG_17484,-4.88051733982273
MGG_07030,2.04125941167221
MGG_02075,-4.50193424003627
MGG_11546,2.3228371287059
MGG_05723,-3.33924635496763
MGG_16185,-6.76801303852923
MGG_02160,-7.54199537444997
MGG_06121,3.60179935864889
MGG_04926,2.08406751211756
MGG_03646,3.34784783925969
MGG_06221,-4.00644683869861
MGG_00817,-4.6578631024763
MGG_10432,-4.44000205713001
MGG_04441,-2.70801497497224
MGG_08132,2.56049182878116
MGG_17792,-4.76261425911543
MGG_02637,-3.54360573531415
MGG_12724,2.59692112369619
MGG_17038,-4.85048795410475
MGG_06733,2.76918837393094
MGG_06320,3.01430332079054
MGG_08355,-8.93421890767368
MGG_17259,7.48866168972607
MGG_09954,-2.25666494120532
MGG_09697,2.23713798214278
MGG_14874,1.73465829460504
MGG_03947,1.17120826409194
MGG_02429,-3.82315184314377
MGG_01832,3.24393785865425
MGG_05595,-4.95318553476018
MGG_03196,2.89209129569399
MGG_14219,2.51469516629787
MGG_11683,-5.7206770716457
MGG_04197,3.55057102239997
MGG_03097,-4.97906255977733
MGG_01138,-4.69944435725194
MGG_06936,3.01559229939565
